y_true,y_pred,y_prob
0,0,0.008800366893410683
0,0,1.720776162983384e-05
0,0,4.771171370521188e-05
1,1,0.962874710559845
0,0,1.682672882452607e-05
0,0,4.771212479681708e-05
0,0,4.771148451254703e-05
0,0,4.771221210830845e-05
0,0,4.771248859469779e-05
0,0,0.020685318857431412
0,0,4.771284875459969e-05
0,0,4.771184831042774e-05
0,0,4.771171370521188e-05
0,0,0.00620603421702981
0,0,0.0002750081184785813
0,0,4.771276144310832e-05
0,0,4.771348903886974e-05
1,1,0.7457515001296997
1,1,0.9655559062957764
0,0,0.0007736366824246943
0,1,0.7417498826980591
0,0,0.00021255065803416073
0,0,0.023556696251034737
1,1,0.9985163807868958
0,0,0.0006862946902401745
0,0,0.0016483134822919965
1,1,0.9999995231628418
1,1,0.9999690055847168
0,0,4.771503517986275e-05
0,0,8.921158587327227e-05
0,0,0.01981315203011036
0,0,4.771284875459969e-05
0,0,8.95845441846177e-05
0,0,1.6783009414211847e-05
0,0,0.3285394310951233
0,0,0.19519264996051788
0,0,0.005238831974565983
1,1,0.8228808045387268
0,0,0.005793961230665445
0,0,4.771176099893637e-05
0,0,0.005246824584901333
0,0,4.771153180627152e-05
0,0,1.7226315321750008e-05
0,0,4.771221210830845e-05
0,0,4.771221210830845e-05
0,0,0.04314408451318741
0,0,0.3188038766384125
0,0,4.771248859469779e-05
0,0,1.679559500189498e-05
0,0,0.16382014751434326
